this is just a sample data (lines 1 and 2 are skipped from SpringBatchConfig telcoItemReader method configuration)
id,mobile_prefix,telco,plan_type
822,-2271230919,822,PREPAID
823,-2274008640,823,PREPAID
824,-2276786361,824,PREPAID
825,-2279564082,825,PREPAID
826,-2282341803,826,PLN_REINN54
827,-2285119524,827,PREPAID
828,-2287897245,828,PREPAID
829,-2290674966,829,PREPAID
830,-2293452687,830,PREPAID
831,-2296230407,831,PLN_REINN55
832,-2299008128,832,PREPAID
833,-2301785849,833,PREPAID
834,-2304563570,834,PREPAID
835,-2307341291,835,PREPAID
836,-2310119012,836,PREPAID
837,-2312896733,837,PLN_REINN54
838,-2315674454,838,PREPAID
839,-2318452175,839,PREPAID
840,-2321229896,840,PREPAID
841,-2324007616,841,PREPAID
842,-2326785337,842,PLN_REINN55
843,-2329563058,843,PREPAID
844,-2332340779,844,PREPAID
845,-2335118500,845,PREPAID
846,-2337896221,846,PREPAID
847,-2340673942,847,PLN_REINN56
848,-2343451663,848,PREPAID
849,-2346229384,849,PREPAID
850,-2349007105,850,PREPAID
851,-2351784825,851,PREPAID
852,-2354562546,852,PREPAID
853,-2357340267,853,PLN_REINN55
854,-2360117988,854,PREPAID
855,-2362895709,855,PREPAID
856,-2365673430,856,PREPAID
857,-2368451151,857,PREPAID
858,-2371228872,858,PLN_REINN56
859,-2374006593,859,PREPAID
860,-2376784314,860,PREPAID
861,-2379562034,861,PREPAID
862,-2382339755,862,PREPAID
863,-2385117476,863,PLN_REINN57
864,-2387895197,864,PREPAID
865,-2390672918,865,PREPAID
866,-2393450639,866,PREPAID
867,-2396228360,867,PREPAID
868,-2399006081,868,PREPAID
869,-2401783802,869,PLN_REINN56
870,-2404561523,870,PREPAID
871,-2407339243,871,PREPAID
872,-2410116964,872,PREPAID
873,-2412894685,873,PREPAID
874,-2415672406,874,PLN_REINN57
875,-2418450127,875,PREPAID
876,-2421227848,876,PREPAID
877,-2424005569,877,PREPAID
878,-2426783290,878,PREPAID
879,-2429561011,879,PLN_REINN58
880,-2432338732,880,PREPAID
881,-2435116452,881,PREPAID
882,-2437894173,882,PREPAID
883,-2440671894,883,PREPAID
884,-2443449615,884,PREPAID
885,-2446227336,885,PLN_REINN57
886,-2449005057,886,PREPAID
887,-2451782778,887,PREPAID
888,-2454560499,888,PREPAID
889,-2457338220,889,PREPAID
890,-2460115941,890,PLN_REINN58
891,-2462893661,891,PREPAID
892,-2465671382,892,PREPAID
893,-2468449103,893,PREPAID
894,-2471226824,894,PREPAID
895,-2474004545,895,PLN_REINN59
896,-2476782266,896,PREPAID
897,-2479559987,897,PREPAID
898,-2482337708,898,PREPAID
899,-2485115429,899,PREPAID
900,-2487893150,900,PREPAID
901,-2490670870,901,PLN_REINN58
902,-2493448591,902,PREPAID
903,-2496226312,903,PREPAID
904,-2499004033,904,PREPAID
905,-2501781754,905,PREPAID
906,-2504559475,906,PLN_REINN59
907,-2507337196,907,PREPAID
908,-2510114917,908,PREPAID
909,-2512892638,909,PREPAID
910,-2515670359,910,PREPAID
911,-2518448079,911,PLN_REINN60
912,-2521225800,912,PREPAID
913,-2524003521,913,PREPAID
914,-2526781242,914,PREPAID
915,-2529558963,915,PREPAID
916,-2532336684,916,PREPAID
917,-2535114405,917,PLN_REINN59
918,-2537892126,918,PREPAID
919,-2540669847,919,PREPAID
920,-2543447568,920,PREPAID
921,-2546225288,921,PREPAID
922,-2549003009,922,PLN_REINN60
923,-2551780730,923,PREPAID
924,-2554558451,924,PREPAID
925,-2557336172,925,PREPAID
926,-2560113893,926,PREPAID
927,-2562891614,927,PLN_REINN61
928,-2565669335,928,PREPAID
929,-2568447056,929,PREPAID
930,-2571224777,930,PREPAID
931,-2574002497,931,PREPAID
932,-2576780218,932,PREPAID
933,-2579557939,933,PLN_REINN60
934,-2582335660,934,PREPAID
935,-2585113381,935,PREPAID
936,-2587891102,936,PREPAID
937,-2590668823,937,PREPAID
938,-2593446544,938,PLN_REINN61
939,-2596224265,939,PREPAID
940,-2599001986,940,PREPAID
941,-2601779706,941,PREPAID
942,-2604557427,942,PREPAID
943,-2607335148,943,PLN_REINN62
944,-2610112869,944,PREPAID
945,-2612890590,945,PREPAID
946,-2615668311,946,PREPAID
947,-2618446032,947,PREPAID
948,-2621223753,948,PREPAID
949,-2624001474,949,PLN_REINN61
950,-2626779195,950,PREPAID
951,-2629556915,951,PREPAID
952,-2632334636,952,PREPAID
953,-2635112357,953,PREPAID
954,-2637890078,954,PLN_REINN62
955,-2640667799,955,PREPAID
956,-2643445520,956,PREPAID
957,-2646223241,957,PREPAID
958,-2649000962,958,PREPAID
959,-2651778683,959,PLN_REINN63
960,-2654556404,960,PREPAID
961,-2657334124,961,PREPAID
962,-2660111845,962,PREPAID
963,-2662889566,963,PREPAID
964,-2665667287,964,PREPAID
965,-2668445008,965,PLN_REINN62
966,-2671222729,966,PREPAID
967,-2674000450,967,PREPAID
968,-2676778171,968,PREPAID
969,-2679555892,969,PREPAID
970,-2682333613,970,PLN_REINN63
971,-2685111333,971,PREPAID
972,-2687889054,972,PREPAID
973,-2690666775,973,PREPAID
974,-2693444496,974,PREPAID
975,-2696222217,975,PLN_REINN64
976,-2698999938,976,PREPAID
977,-2701777659,977,PREPAID
978,-2704555380,978,PREPAID
979,-2707333101,979,PREPAID
980,-2710110822,980,PREPAID
981,-2712888542,981,PLN_REINN63
982,-2715666263,982,PREPAID
983,-2718443984,983,PREPAID
984,-2721221705,984,PREPAID
985,-2723999426,985,PREPAID
986,-2726777147,986,PLN_REINN64
987,-2729554868,987,PREPAID
988,-2732332589,988,PREPAID
989,-2735110310,989,PREPAID
990,-2737888031,990,PREPAID
991,-2740665751,991,PLN_REINN65
992,-2743443472,992,PREPAID
993,-2746221193,993,PREPAID
994,-2748998914,994,PREPAID
995,-2751776635,995,PREPAID
996,-2754554356,996,PREPAID
997,-2757332077,997,PLN_REINN64
998,-2760109798,998,PREPAID
999,-2762887519,999,PREPAID
1000,-2765665239,1000,PREPAID
1001,-2768442960,1001,PREPAID
1002,-2771220681,1002,PREPAID
1003,-2773998402,1003,PREPAID
1004,-2776776123,1004,PLN_REINN3
1005,-2779553844,1005,PREPAID
1006,-2782331565,1006,PREPAID
1007,-2785109286,1007,PREPAID
1008,-2787887007,1008,PREPAID
1009,-2790664728,1009,PLN_REINN4
1010,-2793442448,1010,PREPAID
1011,-2796220169,1011,PREPAID
1012,-2798997890,1012,PREPAID
1013,-2801775611,1013,PREPAID
1014,-2804553332,1014,PLN_REINN5
1015,-2807331053,1015,PREPAID
1016,-2810108774,1016,PREPAID
1017,-2812886495,1017,PREPAID
1018,-2815664216,1018,PREPAID
1019,-2818441937,1019,PREPAID
1020,-2821219657,1020,PLN_REINN4
1021,-2823997378,1021,PREPAID
1022,-2826775099,1022,PREPAID
1023,-2829552820,1023,PREPAID
1024,-2832330541,1024,PREPAID
1025,-2835108262,1025,PLN_REINN5
1026,-2837885983,1026,PREPAID
1027,-2840663704,1027,PREPAID
1028,-2843441425,1028,PREPAID
1029,-2846219146,1029,PREPAID
1030,-2848996866,1030,PLN_REINN6
1031,-2851774587,1031,PREPAID
1032,-2854552308,1032,PREPAID
1033,-2857330029,1033,PREPAID
1034,-2860107750,1034,PREPAID
1035,-2862885471,1035,PREPAID
1036,-2865663192,1036,PLN_REINN5
1037,-2868440913,1037,PREPAID
1038,-2871218634,1038,PREPAID
1039,-2873996355,1039,PREPAID
1040,-2876774075,1040,PREPAID
1041,-2879551796,1041,PLN_REINN6
1042,-2882329517,1042,PREPAID
1043,-2885107238,1043,PREPAID
1044,-2887884959,1044,PREPAID
1045,-2890662680,1045,PREPAID
1046,-2893440401,1046,PLN_REINN7
1047,-2896218122,1047,PREPAID
1048,-2898995843,1048,PREPAID
1049,-2901773564,1049,PREPAID
1050,-2904551284,1050,PREPAID
1051,-2907329005,1051,PREPAID
1052,-2910106726,1052,PLN_REINN6
1053,-2912884447,1053,PREPAID
1054,-2915662168,1054,PREPAID
1055,-2918439889,1055,PREPAID
1056,-2921217610,1056,PREPAID
1057,-2923995331,1057,PLN_REINN7
1058,-2926773052,1058,PREPAID
1059,-2929550773,1059,PREPAID
1060,-2932328493,1060,PREPAID
1061,-2935106214,1061,PREPAID
1062,-2937883935,1062,PLN_REINN8
1063,-2940661656,1063,PREPAID
1064,-2943439377,1064,PREPAID
1065,-2946217098,1065,PREPAID
1066,-2948994819,1066,PREPAID
1067,-2951772540,1067,PREPAID
1068,-2954550261,1068,PLN_REINN7
1069,-2957327982,1069,PREPAID
1070,-2960105702,1070,PREPAID
1071,-2962883423,1071,PREPAID
1072,-2965661144,1072,PREPAID
1073,-2968438865,1073,PLN_REINN8
1074,-2971216586,1074,PREPAID
1075,-2973994307,1075,PREPAID
1076,-2976772028,1076,PREPAID
1077,-2979549749,1077,PREPAID
1078,-2982327470,1078,PLN_REINN9
1079,-2985105191,1079,PREPAID
1080,-2987882911,1080,PREPAID
1081,-2990660632,1081,PREPAID
1082,-2993438353,1082,PREPAID
1083,-2996216074,1083,PREPAID
1084,-2998993795,1084,PLN_REINN8
1085,-3001771516,1085,PREPAID
1086,-3004549237,1086,PREPAID
1087,-3007326958,1087,PREPAID
1088,-3010104679,1088,PREPAID
1089,-3012882400,1089,PLN_REINN9
1090,-3015660120,1090,PREPAID
1091,-3018437841,1091,PREPAID
1092,-3021215562,1092,PREPAID
1093,-3023993283,1093,PREPAID
1094,-3026771004,1094,PLN_REINN10
1095,-3029548725,1095,PREPAID
1096,-3032326446,1096,PREPAID
1097,-3035104167,1097,PREPAID
1098,-3037881888,1098,PREPAID
1099,-3040659609,1099,PREPAID
1100,-3043437329,1100,PLN_REINN9
1101,-3046215050,1101,PREPAID
1102,-3048992771,1102,PREPAID
1103,-3051770492,1103,PREPAID
1104,-3054548213,1104,PREPAID
1105,-3057325934,1105,PLN_REINN10
1106,-3060103655,1106,PREPAID
1107,-3062881376,1107,PREPAID
1108,-3065659097,1108,PREPAID
1109,-3068436818,1109,PREPAID
1110,-3071214538,1110,PLN_REINN11
1111,-3073992259,1111,PREPAID
1112,-3076769980,1112,PREPAID
1113,-3079547701,1113,PREPAID
1114,-3082325422,1114,PREPAID
1115,-3085103143,1115,PREPAID
1116,-3087880864,1116,PLN_REINN10
1117,-3090658585,1117,PREPAID
1118,-3093436306,1118,PREPAID
1119,-3096214027,1119,PREPAID
1120,-3098991747,1120,PREPAID
1121,-3101769468,1121,PLN_REINN11
1122,-3104547189,1122,PREPAID
1123,-3107324910,1123,PREPAID
1124,-3110102631,1124,PREPAID
1125,-3112880352,1125,PREPAID
1126,-3115658073,1126,PLN_REINN12
1127,-3118435794,1127,PREPAID
1128,-3121213515,1128,PREPAID
1129,-3123991236,1129,PREPAID
1130,-3126768956,1130,PREPAID
1131,-3129546677,1131,PREPAID
1132,-3132324398,1132,PLN_REINN11
1133,-3135102119,1133,PREPAID
1134,-3137879840,1134,PREPAID
1135,-3140657561,1135,PREPAID
1136,-3143435282,1136,PREPAID
1137,-3146213003,1137,PLN_REINN12
1138,-3148990724,1138,PREPAID
1139,-3151768445,1139,PREPAID
1140,-3154546165,1140,PREPAID
1141,-3157323886,1141,PREPAID
1142,-3160101607,1142,PLN_REINN13
1143,-3162879328,1143,PREPAID
1144,-3165657049,1144,PREPAID
1145,-3168434770,1145,PREPAID
1146,-3171212491,1146,PREPAID
1147,-3173990212,1147,PREPAID
1148,-3176767933,1148,PLN_REINN12
1149,-3179545654,1149,PREPAID
1150,-3182323374,1150,PREPAID
1151,-3185101095,1151,PREPAID
1152,-3187878816,1152,PREPAID
1153,-3190656537,1153,PLN_REINN13
1154,-3193434258,1154,PREPAID
1155,-3196211979,1155,PREPAID
1156,-3198989700,1156,PREPAID
1157,-3201767421,1157,PREPAID
1158,-3204545142,1158,PLN_REINN14
1159,-3207322863,1159,PREPAID
1160,-3210100583,1160,PREPAID
1161,-3212878304,1161,PREPAID
1162,-3215656025,1162,PREPAID
1163,-3218433746,1163,PREPAID
1164,-3221211467,1164,PLN_REINN13
1165,-3223989188,1165,PREPAID
1166,-3226766909,1166,PREPAID
1167,-3229544630,1167,PREPAID
1168,-3232322351,1168,PREPAID
1169,-3235100072,1169,PLN_REINN14
1170,-3237877792,1170,PREPAID
1171,-3240655513,1171,PREPAID
1172,-3243433234,1172,PREPAID
1173,-3246210955,1173,PREPAID
1174,-3248988676,1174,PLN_REINN15
1175,-3251766397,1175,PREPAID
1176,-3254544118,1176,PREPAID
1177,-3257321839,1177,PREPAID
1178,-3260099560,1178,PREPAID
1179,-3262877281,1179,PREPAID
1180,-3265655001,1180,PLN_REINN14
1181,-3268432722,1181,PREPAID
1182,-3271210443,1182,PREPAID
1183,-3273988164,1183,PREPAID
1184,-3276765885,1184,PREPAID
1185,-3279543606,1185,PLN_REINN15
1186,-3282321327,1186,PREPAID
1187,-3285099048,1187,PREPAID
1188,-3287876769,1188,PREPAID
1189,-3290654490,1189,PREPAID
1190,-3293432210,1190,PLN_REINN16
1191,-3296209931,1191,PREPAID
1192,-3298987652,1192,PREPAID
1193,-3301765373,1193,PREPAID
1194,-3304543094,1194,PREPAID
1195,-3307320815,1195,PREPAID
1196,-3310098536,1196,PLN_REINN15
1197,-3312876257,1197,PREPAID
1198,-3315653978,1198,PREPAID
1199,-3318431699,1199,PREPAID
1200,-3321209419,1200,PREPAID
1201,-3323987140,1201,PLN_REINN16
1202,-3326764861,1202,PREPAID
1203,-3329542582,1203,PREPAID
1204,-3332320303,1204,PREPAID
1205,-3335098024,1205,PREPAID
1206,-3337875745,1206,PLN_REINN17
1207,-3340653466,1207,PREPAID
1208,-3343431187,1208,PREPAID
1209,-3346208908,1209,PREPAID
1210,-3348986628,1210,PREPAID
1211,-3351764349,1211,PREPAID
1212,-3354542070,1212,PLN_REINN16
1213,-3357319791,1213,PREPAID
1214,-3360097512,1214,PREPAID
1215,-3362875233,1215,PREPAID
1216,-3365652954,1216,PREPAID
1217,-3368430675,1217,PLN_REINN17
1218,-3371208396,1218,PREPAID
1219,-3373986117,1219,PREPAID
1220,-3376763837,1220,PREPAID
1221,-3379541558,1221,PREPAID
1222,-3382319279,1222,PLN_REINN18
1223,-3385097000,1223,PREPAID
1224,-3387874721,1224,PREPAID
1225,-3390652442,1225,PREPAID
1226,-3393430163,1226,PREPAID
1227,-3396207884,1227,PREPAID
1228,-3398985605,1228,PLN_REINN17
1229,-3401763326,1229,PREPAID
1230,-3404541046,1230,PREPAID
1231,-3407318767,1231,PREPAID
1232,-3410096488,1232,PREPAID
1233,-3412874209,1233,PLN_REINN18
1234,-3415651930,1234,PREPAID
1235,-3418429651,1235,PREPAID
1236,-3421207372,1236,PREPAID
1237,-3423985093,1237,PREPAID
1238,-3426762814,1238,PLN_REINN19
1239,-3429540535,1239,PREPAID
1240,-3432318255,1240,PREPAID
1241,-3435095976,1241,PREPAID
1242,-3437873697,1242,PREPAID
1243,-3440651418,1243,PREPAID
1244,-3443429139,1244,PLN_REINN18
1245,-3446206860,1245,PREPAID
1246,-3448984581,1246,PREPAID
1247,-3451762302,1247,PREPAID
1248,-3454540023,1248,PREPAID
1249,-3457317744,1249,PLN_REINN19
1250,-3460095464,1250,PREPAID
1251,-3462873185,1251,PREPAID
1252,-3465650906,1252,PREPAID
1253,-3468428627,1253,PREPAID
1254,-3471206348,1254,PLN_REINN20
1255,-3473984069,1255,PREPAID
1256,-3476761790,1256,PREPAID
1257,-3479539511,1257,PREPAID
1258,-3482317232,1258,PREPAID
1259,-3485094953,1259,PREPAID
1260,-3487872673,1260,PLN_REINN19
1261,-3490650394,1261,PREPAID
1262,-3493428115,1262,PREPAID
1263,-3496205836,1263,PREPAID
1264,-3498983557,1264,PREPAID
1265,-3501761278,1265,PLN_REINN20
1266,-3504538999,1266,PREPAID
1267,-3507316720,1267,PREPAID
1268,-3510094441,1268,PREPAID
1269,-3512872162,1269,PREPAID
1270,-3515649882,1270,PLN_REINN21
1271,-3518427603,1271,PREPAID
1272,-3521205324,1272,PREPAID
1273,-3523983045,1273,PREPAID
1274,-3526760766,1274,PREPAID
1275,-3529538487,1275,PREPAID
1276,-3532316208,1276,PLN_REINN20
1277,-3535093929,1277,PREPAID
1278,-3537871650,1278,PREPAID
1279,-3540649371,1279,PREPAID
1280,-3543427091,1280,PREPAID
1281,-3546204812,1281,PLN_REINN21
1282,-3548982533,1282,PREPAID
1283,-3551760254,1283,PREPAID
1284,-3554537975,1284,PREPAID
1285,-3557315696,1285,PREPAID
1286,-3560093417,1286,PLN_REINN22
1287,-3562871138,1287,PREPAID
1288,-3565648859,1288,PREPAID
1289,-3568426580,1289,PREPAID
1290,-3571204300,1290,PREPAID
1291,-3573982021,1291,PREPAID
1292,-3576759742,1292,PLN_REINN21
1293,-3579537463,1293,PREPAID
1294,-3582315184,1294,PREPAID
1295,-3585092905,1295,PREPAID
1296,-3587870626,1296,PREPAID
1297,-3590648347,1297,PLN_REINN22
1298,-3593426068,1298,PREPAID
1299,-3596203789,1299,PREPAID
1300,-3598981509,1300,PREPAID
1301,-3601759230,1301,PREPAID
1302,-3604536951,1302,PLN_REINN23
1303,-3607314672,1303,PREPAID
1304,-3610092393,1304,PREPAID
1305,-3612870114,1305,PREPAID
1306,-3615647835,1306,PREPAID
1307,-3618425556,1307,PREPAID
1308,-3621203277,1308,PLN_REINN22
1309,-3623980998,1309,PREPAID
1310,-3626758718,1310,PREPAID
1311,-3629536439,1311,PREPAID
1312,-3632314160,1312,PREPAID
1313,-3635091881,1313,PLN_REINN23
1314,-3637869602,1314,PREPAID
1315,-3640647323,1315,PREPAID
1316,-3643425044,1316,PREPAID
1317,-3646202765,1317,PREPAID
1318,-3648980486,1318,PLN_REINN24
1319,-3651758207,1319,PREPAID
1320,-3654535927,1320,PREPAID
1321,-3657313648,1321,PREPAID
1322,-3660091369,1322,PREPAID
1323,-3662869090,1323,PREPAID
1324,-3665646811,1324,PLN_REINN23
1325,-3668424532,1325,PREPAID
1326,-3671202253,1326,PREPAID
1327,-3673979974,1327,PREPAID
1328,-3676757695,1328,PREPAID
1329,-3679535416,1329,PLN_REINN24
1330,-3682313136,1330,PREPAID
1331,-3685090857,1331,PREPAID
1332,-3687868578,1332,PREPAID
1333,-3690646299,1333,PREPAID
1334,-3693424020,1334,PLN_REINN25
1335,-3696201741,1335,PREPAID
1336,-3698979462,1336,PREPAID
1337,-3701757183,1337,PREPAID
1338,-3704534904,1338,PREPAID
1339,-3707312625,1339,PREPAID
1340,-3710090345,1340,PLN_REINN24
1341,-3712868066,1341,PREPAID
1342,-3715645787,1342,PREPAID
1343,-3718423508,1343,PREPAID
1344,-3721201229,1344,PREPAID
1345,-3723978950,1345,PLN_REINN25
1346,-3726756671,1346,PREPAID
1347,-3729534392,1347,PREPAID
1348,-3732312113,1348,PREPAID
1349,-3735089834,1349,PREPAID
1350,-3737867554,1350,PLN_REINN26
1351,-3740645275,1351,PREPAID
1352,-3743422996,1352,PREPAID
1353,-3746200717,1353,PREPAID
1354,-3748978438,1354,PREPAID
1355,-3751756159,1355,PREPAID
1356,-3754533880,1356,PLN_REINN25
1357,-3757311601,1357,PREPAID
1358,-3760089322,1358,PREPAID
1359,-3762867043,1359,PREPAID
1360,-3765644763,1360,PREPAID
1361,-3768422484,1361,PLN_REINN26
1362,-3771200205,1362,PREPAID
1363,-3773977926,1363,PREPAID
1364,-3776755647,1364,PREPAID
1365,-3779533368,1365,PREPAID
1366,-3782311089,1366,PLN_REINN27
1367,-3785088810,1367,PREPAID
1368,-3787866531,1368,PREPAID
1369,-3790644252,1369,PREPAID
1370,-3793421972,1370,PREPAID
1371,-3796199693,1371,PREPAID
1372,-3798977414,1372,PLN_REINN26
1373,-3801755135,1373,PREPAID
1374,-3804532856,1374,PREPAID
1375,-3807310577,1375,PREPAID
1376,-3810088298,1376,PREPAID
1377,-3812866019,1377,PLN_REINN27
1378,-3815643740,1378,PREPAID
1379,-3818421461,1379,PREPAID
1380,-3821199181,1380,PREPAID
1381,-3823976902,1381,PREPAID
1382,-3826754623,1382,PLN_REINN28
1383,-3829532344,1383,PREPAID
1384,-3832310065,1384,PREPAID
1385,-3835087786,1385,PREPAID
1386,-3837865507,1386,PREPAID
1387,-3840643228,1387,PREPAID
1388,-3843420949,1388,PLN_REINN27
1389,-3846198670,1389,PREPAID
1390,-3848976390,1390,PREPAID
1391,-3851754111,1391,PREPAID
1392,-3854531832,1392,PREPAID
1393,-3857309553,1393,PLN_REINN28
1394,-3860087274,1394,PREPAID
1395,-3862864995,1395,PREPAID
1396,-3865642716,1396,PREPAID
1397,-3868420437,1397,PREPAID
1398,-3871198158,1398,PLN_REINN29
1399,-3873975879,1399,PREPAID
1400,-3876753599,1400,PREPAID
1401,-3879531320,1401,PREPAID
1402,-3882309041,1402,PREPAID
1403,-3885086762,1403,PREPAID
1404,-3887864483,1404,PLN_REINN28
1405,-3890642204,1405,PREPAID
1406,-3893419925,1406,PREPAID
1407,-3896197646,1407,PREPAID
1408,-3898975367,1408,PREPAID
1409,-3901753088,1409,PLN_REINN29
1410,-3904530808,1410,PREPAID
1411,-3907308529,1411,PREPAID
1412,-3910086250,1412,PREPAID
1413,-3912863971,1413,PREPAID
1414,-3915641692,1414,PLN_REINN30
1415,-3918419413,1415,PREPAID
1416,-3921197134,1416,PREPAID
1417,-3923974855,1417,PREPAID
1418,-3926752576,1418,PREPAID
1419,-3929530297,1419,PREPAID
1420,-3932308017,1420,PLN_REINN29
1421,-3935085738,1421,PREPAID
1422,-3937863459,1422,PREPAID
1423,-3940641180,1423,PREPAID
1424,-3943418901,1424,PREPAID
1425,-3946196622,1425,PLN_REINN30
1426,-3948974343,1426,PREPAID
1427,-3951752064,1427,PREPAID
1428,-3954529785,1428,PREPAID
1429,-3957307506,1429,PREPAID
1430,-3960085226,1430,PLN_REINN31
1431,-3962862947,1431,PREPAID
1432,-3965640668,1432,PREPAID
1433,-3968418389,1433,PREPAID
1434,-3971196110,1434,PREPAID
1435,-3973973831,1435,PREPAID
1436,-3976751552,1436,PLN_REINN30
1437,-3979529273,1437,PREPAID
1438,-3982306994,1438,PREPAID
1439,-3985084715,1439,PREPAID
1440,-3987862435,1440,PREPAID
1441,-3990640156,1441,PLN_REINN31
1442,-3993417877,1442,PREPAID
1443,-3996195598,1443,PREPAID
1444,-3998973319,1444,PREPAID
1445,-4001751040,1445,PREPAID
1446,-4004528761,1446,PLN_REINN32
1447,-4007306482,1447,PREPAID
1448,-4010084203,1448,PREPAID
1449,-4012861924,1449,PREPAID
1450,-4015639644,1450,PREPAID
1451,-4018417365,1451,PREPAID
1452,-4021195086,1452,PLN_REINN31
1453,-4023972807,1453,PREPAID
1454,-4026750528,1454,PREPAID
1455,-4029528249,1455,PREPAID
1456,-4032305970,1456,PREPAID
1457,-4035083691,1457,PLN_REINN32
1458,-4037861412,1458,PREPAID
1459,-4040639133,1459,PREPAID
1460,-4043416853,1460,PREPAID
1461,-4046194574,1461,PREPAID
1462,-4048972295,1462,PLN_REINN33
1463,-4051750016,1463,PREPAID
1464,-4054527737,1464,PREPAID
1465,-4057305458,1465,PREPAID
1466,-4060083179,1466,PREPAID
1467,-4062860900,1467,PREPAID
1468,-4065638621,1468,PLN_REINN32
1469,-4068416342,1469,PREPAID
1470,-4071194062,1470,PREPAID
1471,-4073971783,1471,PREPAID
1472,-4076749504,1472,PREPAID
1473,-4079527225,1473,PLN_REINN33
1474,-4082304946,1474,PREPAID
1475,-4085082667,1475,PREPAID
1476,-4087860388,1476,PREPAID
1477,-4090638109,1477,PREPAID
1478,-4093415830,1478,PLN_REINN34
1479,-4096193551,1479,PREPAID
1480,-4098971271,1480,PREPAID
1481,-4101748992,1481,PREPAID
1482,-4104526713,1482,PREPAID
1483,-4107304434,1483,PREPAID
1484,-4110082155,1484,PLN_REINN33
1485,-4112859876,1485,PREPAID
1486,-4115637597,1486,PREPAID
1487,-4118415318,1487,PREPAID
1488,-4121193039,1488,PREPAID
1489,-4123970760,1489,PLN_REINN34
1490,-4126748480,1490,PREPAID
1491,-4129526201,1491,PREPAID
1492,-4132303922,1492,PREPAID
1493,-4135081643,1493,PREPAID
1494,-4137859364,1494,PLN_REINN35
1495,-4140637085,1495,PREPAID
1496,-4143414806,1496,PREPAID
1497,-4146192527,1497,PREPAID
1498,-4148970248,1498,PREPAID
1499,-4151747969,1499,PREPAID
1500,-4154525689,1500,PLN_REINN34
1501,-4157303410,1501,PREPAID
1502,-4160081131,1502,PREPAID
1503,-4162858852,1503,PREPAID
1504,-4165636573,1504,PREPAID
1505,-4168414294,1505,PLN_REINN35
1506,-4171192015,1506,PREPAID
1507,-4173969736,1507,PREPAID
1508,-4176747457,1508,PREPAID
1509,-4179525178,1509,PREPAID
1510,-4182302898,1510,PLN_REINN36
1511,-4185080619,1511,PREPAID
1512,-4187858340,1512,PREPAID
1513,-4190636061,1513,PREPAID
1514,-4193413782,1514,PREPAID
1515,-4196191503,1515,PREPAID
1516,-4198969224,1516,PLN_REINN35
1517,-4201746945,1517,PREPAID
1518,-4204524666,1518,PREPAID
1519,-4207302387,1519,PREPAID
1520,-4210080107,1520,PREPAID
1521,-4212857828,1521,PLN_REINN36
1522,-4215635549,1522,PREPAID
1523,-4218413270,1523,PREPAID
1524,-4221190991,1524,PREPAID
1525,-4223968712,1525,PREPAID
1526,-4226746433,1526,PLN_REINN37
1527,-4229524154,1527,PREPAID
1528,-4232301875,1528,PREPAID
1529,-4235079596,1529,PREPAID
1530,-4237857316,1530,PREPAID
1531,-4240635037,1531,PREPAID
1532,-4243412758,1532,PLN_REINN36
1533,-4246190479,1533,PREPAID
1534,-4248968200,1534,PREPAID
1535,-4251745921,1535,PREPAID
1536,-4254523642,1536,PREPAID
1537,-4257301363,1537,PLN_REINN37
1538,-4260079084,1538,PREPAID
1539,-4262856805,1539,PREPAID
1540,-4265634525,1540,PREPAID
1541,-4268412246,1541,PREPAID
1542,-4271189967,1542,PLN_REINN38
1543,-4273967688,1543,PREPAID
1544,-4276745409,1544,PREPAID
1545,-4279523130,1545,PREPAID
1546,-4282300851,1546,PREPAID
1547,-4285078572,1547,PREPAID
1548,-4287856293,1548,PLN_REINN37
1549,-4290634014,1549,PREPAID
1550,-4293411734,1550,PREPAID
1551,-4296189455,1551,PREPAID
1552,-4298967176,1552,PREPAID
1553,-4301744897,1553,PLN_REINN38
1554,-4304522618,1554,PREPAID
1555,-4307300339,1555,PREPAID
1556,-4310078060,1556,PREPAID
1557,-4312855781,1557,PREPAID
1558,-4315633502,1558,PLN_REINN39
1559,-4318411223,1559,PREPAID
1560,-4321188943,1560,PREPAID
1561,-4323966664,1561,PREPAID
1562,-4326744385,1562,PREPAID
1563,-4329522106,1563,PREPAID
1564,-4332299827,1564,PLN_REINN38
1565,-4335077548,1565,PREPAID
1566,-4337855269,1566,PREPAID
1567,-4340632990,1567,PREPAID
1568,-4343410711,1568,PREPAID
1569,-4346188432,1569,PLN_REINN39
1570,-4348966152,1570,PREPAID
1571,-4351743873,1571,PREPAID
1572,-4354521594,1572,PREPAID
1573,-4357299315,1573,PREPAID
1574,-4360077036,1574,PLN_REINN40
1575,-4362854757,1575,PREPAID
1576,-4365632478,1576,PREPAID
1577,-4368410199,1577,PREPAID
1578,-4371187920,1578,PREPAID
1579,-4373965641,1579,PREPAID
1580,-4376743361,1580,PLN_REINN39
1581,-4379521082,1581,PREPAID
1582,-4382298803,1582,PREPAID
1583,-4385076524,1583,PREPAID
1584,-4387854245,1584,PREPAID
1585,-4390631966,1585,PLN_REINN40
1586,-4393409687,1586,PREPAID
1587,-4396187408,1587,PREPAID
1588,-4398965129,1588,PREPAID
1589,-4401742850,1589,PREPAID
1590,-4404520570,1590,PLN_REINN41
1591,-4407298291,1591,PREPAID
